54,939,0.1176,0.029144,122.65,123.74,1,15,0.027743,0.030872,0.018666,0.034253,0,0,0.038648,0.011831,0.046787,0.055939,0.0065748,0.046952,0.042824,0.0067687,0.053628,0.01411,0.80154,0.13827,0.10883,0.23187,0,0,0.10342,0.039249,0.11434,0.19169,0.33438,0.012812,0.11388,0.015892,0.037266,0.08157,44.947,18.082,15.832,0.18091,0,0,19.278,3.0259,18.867,1.142,21.336,12.779,19.979,0.56631,9.4215,19.091,0
34,961,0.49714,0.18628,317.65,158.63,36,3,0.016499,0.015503,0.054598,0.074569,0,0,0.066578,0.060647,0.0033734,0.053727,0.11001,0.15438,0.057086,0.09624,0.082587,0.068532,0.02363,0.042135,0.24941,0.063533,0,0,0.088421,0.070957,0.4934,0.05074,0.443,0.41654,0.23105,0.41674,0.41759,0.72541,24.977,0.53407,17.372,0.72101,0,0,17.889,55.711,1.1451,0.27741,84.179,83.354,13.555,17.008,134.59,12.395,0
87,597,0.21318,0.12806,328.68,193.33,32,5,0.018249,0.006952,0.019549,0.047192,0,0,0.042006,0.073757,0.055737,0.070058,0.11001,0.15431,0.053218,0.061938,0.082587,0.063239,0.074677,0.1279,0.024651,0.17713,0,0,0.18085,0.088674,0.47751,0.15515,0.443,0.011953,0.19285,0.38113,0.41759,0.70594,25.242,33.478,17.854,11.887,0,0,14.087,34.669,14.596,16.012,84.179,58.909,8.0807,7.6353,134.59,34.805,0
11,1120,0.16625,0.08383,257.9,226.93,14,97,0.016054,0.015595,0.056078,0.036671,0,0,0.060123,0.036048,0.016486,0.085178,0.11001,0.15438,0.1094,0.10767,0.082587,0.065433,0.0073253,0.15085,0.2982,0.23391,0,0,0.19501,0.15629,0.31062,0.15886,0.443,0.41654,0.15303,0.36298,0.41759,0.68549,24.304,16.713,13.62,13.011,0,0,20.536,21.345,25.091,5.922,84.179,83.354,1.7886,11.386,134.59,0.71869,0
22,991,0.24643,0.15839,385.02,255.65,13,61,0.027743,0.030829,0.15741,0.055848,0,0,0.015268,0.013728,0.052241,0.052723,0.11001,0.15438,0.11219,0.13779,0.082587,0.067303,0.80154,0.082216,0.39381,0.14105,0,0,0.2557,0.19631,0.55657,0.32974,0.443,0.41654,0.40266,0.40483,0.41759,0.64361,44.947,14.438,22.474,5.0355,0,0,12.609,6.1085,0.28751,17.699,84.179,83.354,9.3456,5.1861,134.59,37.262,0
131,1122,0.44297,0.14616,535.95,101.12,33,2,0.008503,0.00057134,0.032346,0.0039991,0,0,0.035099,0.10365,0.094699,0.057364,0.11001,0.10553,0.072102,0.054404,0.064743,0.061877,0.02819,0.073326,0.21002,0.064115,0,0,0.037433,0.1322,0.2851,0.24818,0.443,0.38067,0.21161,0.36164,0.0020606,0.018043,9.296,22.403,1.9312,6.1073,0,0,25.371,40.702,9.0898,9.2126,84.179,22.717,2.6634,18.589,33.675,57.667,0
54,644,0.24678,0.099588,235.18,127.17,19,29,0.017332,0.015085,0.0098231,0.013049,0,0,8.063e-05,0.022406,0.054499,0.09928,0.11001,0.13425,0.1302,0.1209,0.071597,0.06609,0.10778,0.0037519,0.21361,0.068053,0,0,0.1141,0.11916,0.35587,0.056084,0.443,0.45328,0.18804,0.36992,0.094065,0.70588,22.966,2.2174,8.6894,5.7346,0,0,21.835,61.152,3.5682,12.325,84.179,4.2182,7.9624,31.413,39.442,16.743,0
174,729,0.26766,0.10375,362.43,187.92,33,26,0.027743,0.025019,0.029644,0.036269,0,0,0.011461,0.029672,0.0039602,0.12596,0.11001,0.15438,0.12891,0.075824,0.082587,0.068165,0.80154,0.10382,0.55159,0.11471,0,0,0.11107,0.071615,0.50604,0.20481,0.443,0.41654,0.31109,0.4271,0.41759,0.7404,44.947,1.2448,20.219,29.172,0,0,1.4463,41.391,38.907,26.051,84.179,83.354,12.896,5.8073,134.59,24.449,0
52,941,0.25886,0.049221,240.77,66.637,14,0,0.021809,0.026153,0.0027759,0.053919,0,0,0.058373,0.096953,0.09757,0.07406,0.096255,0.094597,0.019028,0.010154,0.029099,0.068595,0.058878,0.13019,0.064148,0.14997,0,0,0.12273,0.17085,0.1112,0.027848,0.30337,0.22274,0.087155,0.1591,0.014811,0.75736,35.032,0.40687,20.974,2.065,0,0,20.155,47.313,4.714,6.6083,5.5813,15.098,9.3095,41.785,7.0761,16.412,0
255,807,0.27469,0.10203,222.85,214.28,33,24,0.019397,0.010823,0.022455,0.097241,0,0,0.071523,0.12905,0.056543,0.079027,0.11001,0.15438,0.047007,0.041135,0.082587,0.063314,0.06168,0.24059,0.054599,0.24138,0,0,0.062779,0.18291,0.3678,0.0065741,0.443,0.41654,0.18036,0.15088,0.41759,0.71216,33.007,18.904,29.506,9.3374,0,0,23.21,54.147,17.794,11.068,84.179,83.354,17.448,47.766,134.59,100.62,0
103,1089,0.19752,0.15841,282.8,207.76,19,18,0.027743,0.033958,0.11463,0.12583,0,0,0.011569,0.034669,0.045109,0.053477,0.11001,0.15438,0.12207,0.17042,0.082587,0.067041,0.80154,0.20111,0.52778,0.16214,0,0,0.26759,0.22008,0.72158,0.2931,0.443,0.41654,0.33787,0.46965,0.41759,0.71242,44.947,0.7249,14.353,6.5748,0,0,1.4856,22.599,7.017,2.8983,84.179,83.354,5.7623,14.53,134.59,11.153,0
99,1354,0.01868,0.13727,366.11,138.18,12,52,0.0010376,0.0057766,0.089346,0.070857,0.019509,0,0.074975,0.034694,0.04015,0.083698,0.11001,0.15438,0.066542,0.12309,0.053001,0.035621,0.062802,0.13945,0.37498,0.092103,0.083995,0,0.22326,0.17332,0.71694,0.10426,0.443,0.41654,0.33391,0.50888,0.62617,0.38427,2.2757,25.553,36.478,2.6605,165.68,0,18.156,20.884,11.332,14.824,84.179,83.354,0.86749,40.26,56.882,79.147,0
31,882,0.14846,0.15626,372.54,62.889,33,9,0.027743,0.015953,0.031471,0.042155,0,0,0.042199,0.096041,0.041772,0.088774,0.11001,0.15438,0.11208,0.068268,0.082587,0.068934,0.80154,0.12958,0.10336,0.052702,0,0,0.090417,0.23294,0.18676,0.0049291,0.443,0.41654,0.30778,0.49208,0.41759,0.73855,44.947,5.8165,34.314,8.079,0,0,4.1625,52.875,15.302,20.797,84.179,83.354,0.63892,3.6838,134.59,0.84022,0
204,6,0.44256,0.20989,236.99,187.08,32,21,0.027743,0.023578,0.03904,0.027874,0,0,0.013622,0.045448,0.0050259,0.058255,0.11001,0.15438,0.069862,0.05318,0.082587,0.069424,0.80154,0.042666,0.63181,0.12833,0,0,0.1133,0.043419,0.62735,0.2484,0.443,0.41654,0.37182,0.50585,0.41759,0.75636,44.947,11.799,0.61432,17.703,0,0,12.314,47.207,29.951,30.091,84.179,83.354,9.7743,3.3454,134.59,77.524,0
69,652,0.19954,0.17322,390.62,239.6,35,32,0.023335,0.032267,0.16971,0.12057,0,0,0.020211,0.010473,0.068859,0.051765,0.11001,0.15438,0.072501,0.058362,0.082587,0.068353,0.013281,0.12103,0.3867,0.18619,0,0,0.15248,0.18017,0.6492,0.49365,0.443,0.41654,0.38023,0.43231,0.41759,0.71706,38.001,7.7313,23.076,14.297,0,0,15.654,35.308,1.9637,11.232,84.179,83.354,50.227,7.6611,134.59,35.252,0
33,1112,0.0065924,0.13999,378.27,186.75,30,25,0.015504,0.0030368,0.091444,0.10457,0,0,0.090431,0.04063,0.036262,0.063698,0.10725,0.086197,0.058944,0.14978,0.052168,0.068258,0.049331,0.23249,0.44214,0.24923,0,0,0.13122,0.092392,0.28615,0.41564,1.0403,0.24175,0.42507,0.44983,0.00018223,0.53893,20.744,40.184,24.94,7.7111,0,0,7.6,58.811,12.11,27.296,16.779,38.678,18.09,11.486,24.965,57.421,0
186,2638,0.0041713,0.096065,608.88,203.02,28,18,0.015764,0.02376,0.16739,0.10586,0,0,0.1003,0.011686,0.029134,0.051359,0.11001,0.086194,0.078398,0.11674,0.0028392,0.022288,0.1708,0.035611,0.36431,0.12505,0,0,0.10187,0.12997,0.40002,0.34847,0.443,0.24237,0.40426,0.28884,0.022787,0.51381,11.356,6.113,28.779,3.2944,0,0,14.473,16.591,4.7601,7.4944,84.179,17.54,7.7048,1.6388,26.171,85.739,0
114,1282,0.027476,0.095605,462.83,31.81,34,16,0.023712,0.012103,0.013174,0.0035059,0.0036686,0.00253,0.036111,0.024708,0.083235,0.11889,0.11001,0.1329,0.11047,0.20073,0.0098205,0.057193,0.0084933,0.12343,0.26619,0.046702,0.55252,0.017006,0.17612,0.06991,0.18015,0.028828,0.443,0.6654,0.27133,0.36267,0.22801,0.49176,34.671,24.221,14.155,23.507,7.5593,183.26,18.457,44.289,17.235,29.513,84.179,17.271,8.8323,23.534,25.72,91.752,0
218,1443,0.67624,0.02212,186.91,176.7,20,2,0.003165,0.014202,0.11324,0.070791,0,0,0.063757,0.056182,0.013674,0.029222,0.10915,0.084605,0.075878,0.091502,0.0065099,0.059922,0.068107,0.16844,0.48244,0.32655,0,0,0.17168,0.14322,0.0043676,0.2012,1.0173,0.16565,0.1792,0.44572,0.096719,0.65334,11.888,13.875,10.066,3.5499,0,0,25.71,35.628,8.2804,35.881,38.81,11.841,8.3472,38.773,2.9692,0.12894,0
28,1854,0.77997,0.073266,310.28,5.6416,33,9,0.027743,0.03981,0.092115,0.13638,0,0,0.15009,0.0051576,0.053135,0.0457,0.11001,0.15438,0.0652,0.10333,0.012447,0.018838,0.80154,0.039248,0.54339,0.14866,0,0,0.22083,0.085614,0.51515,0.11176,0.443,0.41654,0.27695,0.37716,0.21126,0.42196,44.947,32.462,66.051,10.101,0,0,8.2241,13.289,6.569,4.8909,84.179,83.354,17.342,27.839,40.494,40.581,0
